Account;Tweet_Nr;Date_Time;Tweet;;;;;;;;
realDonaldTrump;1207821957988830000;20.12.2019 00:36;b'The House Democrats were unable to get even a single vote from the Republicans on their Impeachment Hoax. The Republicans have never been so united!  The Dem\xe2\x80\x99s case is so bad that they don\xe2\x80\x99t even want to go to trial!';;;;;;;;
realDonaldTrump;1207817078725570000;20.12.2019 00:16;"b'So after the Democrats gave me no Due Process in the House no lawyers no witnesses no nothing they now want to tell the Senate how to run their trial. Actually they have zero proof of anything they will never even show up. They want out. I want an immediate trial!'""";;;;;;;;
realDonaldTrump;1207811646300790000;19.12.2019 23:55;b'The great USMCA Trade Deal (Mexico &amp;;;;;;;;
realDonaldTrump;1207808421275270000;19.12.2019 23:42;"b'\xe2\x80\x9cJesse (Watters) this is the best year any President has ever had plus we get an impeachment.\xe2\x80\x9d @greggutfeld The Five @FoxNews'""";;;;;;;;
realDonaldTrump;1207694073634700000;19.12.2019 16:07;"b'Pelosi feels her phony impeachment HOAX is so pathetic she is afraid to present it to the Senate which can set a date and put this whole SCAM into default if they refuse to show up! The Do Nothings are so bad for our Country!'""";;;;;;;;
realDonaldTrump;1207690276673900000;19.12.2019 15:52;b'Thank you Rena! https://t.co/HcFHB61cPD';;;;;;;;
realDonaldTrump;1207689056538300000;19.12.2019 15:48;b'Thank you Terrence! https://t.co/6qro1mI4dm';;;;;;;;
realDonaldTrump;1207686380626850000;19.12.2019 15:37;b'Thank you Anne! https://t.co/e0NwWJp8PH';;;;;;;;
realDonaldTrump;1207685345225120000;19.12.2019 15:33;b'Our great Congressman Gohmert is a TRUE patriot fighting back against people that must hate our Country! https://t.co/KpaWqpStpP';;;;;;;;
realDonaldTrump;1207664706837730000;19.12.2019 14:11;b'This is what the Dems are dealing with. Does anyone think this is good for the USA! https://t.co/rvY3mDo69r';;;;;;;;
realDonaldTrump;1207664621336820000;19.12.2019 14:10;b'I got Impeached last night without one Republican vote being cast with the Do Nothing Dems on their continuation of the greatest Witch Hunt in American history. Now the Do Nothing Party want to Do Nothing with the Articles &amp;;;;;;;;
realDonaldTrump;1207654525215150000;19.12.2019 13:30;b'PRESIDENTIAL HARASSMENT!';;;;;;;;
realDonaldTrump;1207652447474330000;19.12.2019 13:22;"b'\xe2\x80\x9cThe Senate shall set the time and place of the trial.\xe2\x80\x9d If the Do Nothing Democrats decide in their great wisdom not to show up they would lose by Default!'""";;;;;;;;
realDonaldTrump;1207639703538850000;19.12.2019 12:31;b'100% Republican Vote. That\xe2\x80\x99s what people are talking about. The Republicans are united like never before!';;;;;;;;
realDonaldTrump;1207508280207010000;19.12.2019 03:49;b'https://t.co/DutxclyZw9';;;;;;;;
realDonaldTrump;1207434958588930000;18.12.2019 22:58;b'THANK YOU! #KAG https://t.co/CltmJQdm1t';;;;;;;;
realDonaldTrump;1207434514433060000;18.12.2019 22:56;"b'Thank you Michigan I am on my way. See everybody soon! #KAG https://t.co/GP9SbH67CN'""";;;;;;;;
realDonaldTrump;1207355923573980000;18.12.2019 17:44;"b'SUCH ATROCIOUS LIES BY THE RADICAL LEFT DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!'""";;;;;;;;
realDonaldTrump;1207339288406500000;18.12.2019 16:38;"b'....won\xe2\x80\x99t convict and remove the President - Then the House should not be Impeaching the President in the first place. If this is the new standard every President from here on out is impeachable.\xe2\x80\x9d  Andy McCarthy @FoxNews  So well stated. Thank you!'""";;;;;;;;
realDonaldTrump;1207339280504410000;18.12.2019 16:38;"b'In the end here nothing happened. We don\xe2\x80\x99t approach anything like the egregious conduct that should be necessary before a President should be removed from office. I believe that a President can\xe2\x80\x99t be removed from office if there is no reasonable possibility that the Senate..'""";;;;;;;;
realDonaldTrump;1207333331777600000;18.12.2019 16:14;"b'\xe2\x80\x9cThe evidence has to be overwhelming and it is not. It\xe2\x80\x99s not even close.\xe2\x80\x9d Ken Starr Former Independent Counsel'""";;;;;;;;
realDonaldTrump;1207327108508370000;18.12.2019 15:49;b'Will go down in history as worst Speaker. Already thrown out once! https://t.co/Q6N2EVlp9j';;;;;;;;
realDonaldTrump;1207325357310950000;18.12.2019 15:42;b'Thank you! https://t.co/YewSlzHxBM';;;;;;;;
realDonaldTrump;1207323104898400000;18.12.2019 15:33;"b'\xe2\x80\x9cImpeachment is a terrible idea for the Country. The more people learn about impeachment the less people want impeachment.\xe2\x80\x9d @TuckerCarlson'""";;;;;;;;
realDonaldTrump;1207317586637020000;18.12.2019 15:11;"b'\xe2\x80\x9cThis is all about convicting a President based on innuendo not on the facts. Even the Ukrainian President said there was no pressure!\xe2\x80\x9d @RepMarkMeadows'""";;;;;;;;
realDonaldTrump;1207298128941960000;18.12.2019 13:54;b'Thank you! https://t.co/UWMjeqdue4';;;;;;;;
realDonaldTrump;1207295564074960000;18.12.2019 13:44;b'Thank you! https://t.co/3gTPOd33Io';;;;;;;;
realDonaldTrump;1207292709230320000;18.12.2019 13:33;b'Sean P is a much stronger candidate! https://t.co/LPGqDiVi1J';;;;;;;;
realDonaldTrump;1207291285683360000;18.12.2019 13:27;b'Sean is a great patriot and will do a fantastic job. Has my total and complete endorsement! https://t.co/GxLuWGjKYX';;;;;;;;
realDonaldTrump;1207289048240310000;18.12.2019 13:18;"b'....out and he\xe2\x80\x99s been amazing at it. The Democrsts have no message they have no hope for 2020.\xe2\x80\x9d @RepDougCollins @foxandfriends  Thank you Doug!'""";;;;;;;;
realDonaldTrump;1207289046482870000;18.12.2019 13:18;b'....had while the Democrats are just looking out for elections. This President should just continue to fight like he\xe2\x80\x99s always fought for himself &amp;;;;;;;;
realDonaldTrump;1207289043983050000;18.12.2019 13:18;"b'....said \xe2\x80\x9cI\xe2\x80\x99m going to clean up Washington I\xe2\x80\x99m going to help people.\xe2\x80\x9d He gave big tax cuts he\xe2\x80\x99s made our military strong. They\xe2\x80\x99re mad at him because he actually did what he said he was going to do. History will record we\xe2\x80\x99re experiencing some of the best times we\xe2\x80\x99ve ever.....'""";;;;;;;;
realDonaldTrump;1207289040182980000;18.12.2019 13:18;"b'\xe2\x80\x9cIt\xe2\x80\x99s sad. Here\xe2\x80\x99s a gentleman who came to the White House and all they had was never to let him have an easy breath. All they wanted to do is impeach him. They started the day after he was elected even the day after he was sworn in.  But this President came to Washington and....'""";;;;;;;;
realDonaldTrump;1207281232259760000;18.12.2019 12:47;"b'\xe2\x80\x9cThey just wanted to get at the President. They had no intention of having a proper investigation. They couldn\xe2\x80\x99t find any crimes so they did a vague abuse of power and abuse of Congress which every administration from the beginning has done.\xe2\x80\x9d @RepDougCollins @foxandfriends'""";;;;;;;;
realDonaldTrump;1207277859519230000;18.12.2019 12:34;"b'Can you believe that I will be impeached today by the Radical Left Do Nothing Democrats AND I DID NOTHING WRONG! A terrible Thing. Read the Transcripts. This should never happen to another President again. Say a PRAYER!'""";;;;;;;;
realDonaldTrump;1207272207799460000;18.12.2019 12:11;b'.@foxandfriends  \xe2\x80\x9cMy hope is that impeachment will never become this trivial again.\xe2\x80\x9d @kilmeade  Well said Brian!';;;;;;;;
realDonaldTrump;1207152841854500000;18.12.2019 04:17;b'.@marcthiessen  \xe2\x80\x9cVoters say the Democrats are trying to take away their votes. Pelosi was right the first time. Impeachment has backfired thoroughly on the Democrats. How can you Impeach the President for going to the courts?\xe2\x80\x9d';;;;;;;;
realDonaldTrump;1207151167173770000;18.12.2019 04:10;"b'....They want to Impeach me (I\xe2\x80\x99m not worried!) and yet they were all breaking the law in so many ways. How can they do that and yet impeach a very successful (Economy Plus) President of the United States who has done nothing wrong? These people are Crazy!'""";;;;;;;;
realDonaldTrump;1207151165894470000;18.12.2019 04:10;b'So if Comey &amp;;;;;;;;
realDonaldTrump;1207147066075540000;18.12.2019 03:54;"b'Good marks and reviews on the letter I sent to Pelosi today. She is the worst! No wonder with people like her and Cryin\xe2\x80\x99 Chuck Schumer D.C. has been such a mess for so long - and that includes the previous administration who (and now we know for sure) SPIED on my campaign.'""";;;;;;;;
realDonaldTrump;1207085185579260000;17.12.2019 23:48;"b'Democrat \xe2\x80\x9cleadership\xe2\x80\x9d despite their denials are putting tremendous pressure on their members to vote yes on this ridiculous Impeachment. If they vote yes it will be much easier for Republicans to win in 2020!'""";;;;;;;;
realDonaldTrump;1207076582629760000;17.12.2019 23:14;"b'Wow! \xe2\x80\x9cIn a stunning rebuke of the FBI the FISA court severly chastised the FBI for the FISA abuses brought to light in the recent Inspector General\xe2\x80\x99s Report. There were at least 17 significant errors.\xe2\x80\x9d @FoxNews Statement by the Court was long and tough. Means my case was a SCAM!'""";;;;;;;;
realDonaldTrump;1207055996687920000;17.12.2019 21:52;b'https://t.co/WzLB5s41m3';;;;;;;;
realDonaldTrump;1207053956142290000;17.12.2019 21:44;b'Senator Dan Sullivan is doing a great job for the people of Alaska while supporting our #MAGA Agenda. He fights hard everyday to support our Veterans and the Military. Dan is Strong on the #2A and is 100% pro-jobs. I give Dan Sullivan my Complete and Total Endorsement!';;;;;;;;
realDonaldTrump;1207047981037470000;17.12.2019 21:20;"b"""".@Buddy_Carter is a BUSINESSMAN first. He takes care of our Vets and Troops and is leading the fight to SLASH drug prices! Buddy's 100% pro-Wall &amp";;;;;;;;
realDonaldTrump;1207047767987750000;17.12.2019 21:19;b'Congressman @Denver4VA Riggleman is a true CONSERVATIVE leader who has done a great job for Virginia and will support our #MAGA Agenda. He defends our right to bear arms protect our Borders &amp;;;;;;;;
realDonaldTrump;1207047247734680000;17.12.2019 21:17;"b'Congressman @MarkwayneMullin is a big time #MAGA supporter! Markwayne has fought hard for Oklahoma Veterans and Military he loves our Farmers and he\xe2\x80\x99s Strong on Border Security. I give Markwayne my Complete and Total Endorsement!'""";;;;;;;;
realDonaldTrump;1207046521440680000;17.12.2019 21:14;b'Congresswoman Kay @GrangerCampaign has worked hard for Texas and been a strong supporter of our #MAGA Agenda. She\xe2\x80\x99s strong on #2A and Securing our Border and is 100% pro-life. Kay has my Complete and Total Endorsement!';;;;;;;;
realDonaldTrump;1207014890734530000;17.12.2019 19:09;b'We support @JeanineAnez in Bolivia as she works to ensure a peaceful democratic transition through free elections. We denounce the ongoing violence and those that provoke it both in Bolivia and from afar. The U.S. stands with the people of the region for peace and democracy!';;;;;;;;
realDonaldTrump;1206955788880750000;17.12.2019 15:14;"b'....chance they\xe2\x80\x99ve had their kangaroo court they\xe2\x80\x99ve had their circus for weeks and months. There just isn\xe2\x80\x99t anything there and there\xe2\x80\x99s no way I\xe2\x80\x99m voting for Impeachment for somebody who hasn\xe2\x80\x99t committed any impeachable offenses.\xe2\x80\x9d @IngrahamAngle'""";;;;;;;;
realDonaldTrump;1206955787953800000;17.12.2019 15:14;"b'Senator Josh Hawley (R-Mo) \xe2\x80\x9cThey (the Dems) don\xe2\x80\x99t have anything. This whole thing is a joke and it\xe2\x80\x99s time to get the President exonerated. The House has no evidence of any impeachable offense. There\xe2\x80\x99s nothing there and they didn\xe2\x80\x99t even charge a crime. They\xe2\x80\x99ve had their.....'""";;;;;;;;
realDonaldTrump;1206955356280270000;17.12.2019 15:12;b'Would be sooo great if the Fed would further lower interest rates and quantitative ease. The Dollar is very strong against other currencies and there is almost no inflation. This is the time to do it. Exports would zoom!';;;;;;;;
realDonaldTrump;1206951340401930000;17.12.2019 14:56;b'The new USA Today Poll just out has me leading all of the Democrat contenders. That\xe2\x80\x99s hard to believe since the Fake News &amp;;;;;;;;
realDonaldTrump;1206950027148580000;17.12.2019 14:51;b'Impeachment Poll numbers are starting to drop like a rock now that people are understanding better what this whole Democrat Scam is all about!';;;;;;;;
realDonaldTrump;1206949378310710000;17.12.2019 14:48;"b'.@FoxNews  \xe2\x80\x9cTrump wins major victories in China and USMCA trade deals defense spending and Space Force.\xe2\x80\x9d Thank you!'""";;;;;;;;
realDonaldTrump;1206946946289660000;17.12.2019 14:39;"b'The Stock Market hit another Record High yesterday number 133 in less than three years as your all time favorite President and the Radical Left Do Nothing Democrats want to impeach me. Don\xe2\x80\x99t worry I have done nothing wrong. Actually they have!'""";;;;;;;;
realDonaldTrump;1206812317809140000;17.12.2019 05:44;b'Congressman Jeff Van Drew is very popular in our great and very united Republican Party. It was a tribute to him that he was able to win his heavily Republican district as a Democrat. People like that are not easily replaceable!';;;;;;;;
realDonaldTrump;1206687258100870000;16.12.2019 21:27;b'https://t.co/YLmzkgro4d';;;;;;;;
realDonaldTrump;1206670057805350000;16.12.2019 20:18;b'https://t.co/Kd1RSELPLp';;;;;;;;
realDonaldTrump;1206630531162610000;16.12.2019 17:41;b'New Stock Market high! I will never get bored of telling you that \xe2\x80\x93 and we will never get tired of winning!';;;;;;;;
realDonaldTrump;1206590608586020000;16.12.2019 15:03;b'Wow! https://t.co/gYGUEKpGac';;;;;;;;
realDonaldTrump;1206585783383150000;16.12.2019 14:44;b'Thank you Devin. Great reflexes! https://t.co/46jb64LalD';;;;;;;;
realDonaldTrump;1206583138534730000;16.12.2019 14:33;b'Thank you CC! https://t.co/qfagL6s78G';;;;;;;;
realDonaldTrump;1206581054619990000;16.12.2019 14:25;b'....to me and there are many options including doing them directly &amp;;;;;;;;
realDonaldTrump;1206581051176430000;16.12.2019 14:25;b'....The problem is that the so-called Commission on Presidential Debates is stacked with Trump Haters &amp;;;;;;;;
realDonaldTrump;1206581028283960000;16.12.2019 14:25;"b'I look very much forward to debating whoever the lucky person is who stumbles across the finish line in the little watched Do Nothing Democrat Debates. My record is so good on the Economy and all else including debating that perhaps I would consider more than 3 debates.....'""";;;;;;;;
realDonaldTrump;1206573270121760000;16.12.2019 13:54;"b'READ THE TRANSCRIPTS! The Impeachment Hoax is the greatest con job in the history of American politics! The Fake News Media and their partner the Democrat Party are working overtime to make life for the United Republican Party and all it stands for as difficult as possible!'""";;;;;;;;
realDonaldTrump;1206565984540200000;16.12.2019 13:25;b'\xe2\x80\x9cThe American people see through it.\xe2\x80\x9d https://t.co/1WTujQY7e6';;;;;;;;
realDonaldTrump;1206445927021660000;16.12.2019 05:28;"b'....impeaching him. They hate the fact above all that this president is delivering. Substantial policy results for the working Americans who put him in the White House and they can\xe2\x80\x99t beat him in a fair fight next year.\xe2\x80\x9d @NextRevFNC  @SteveHiltonx  Thank you Steve!'""";;;;;;;;
realDonaldTrump;1206445925843050000;16.12.2019 05:28;"b'....energy independence manufacturing resilience illegal immigration coming down the Wall going up China confronted the caliphate defeated NAFTA renegotiated our military rebuilt NATO paying more regulations costing less.......and much more. This is why they\xe2\x80\x99re....'""";;;;;;;;
realDonaldTrump;1206445924802810000;16.12.2019 05:28;"b'....of the most successful presidencies in history. Just in the last few days incredible jobs numbers giant trade deals help for working families and much more. Over the last 3 years unemployment falling earnings rising criminal justice reform the heartland revived....'""";;;;;;;;
realDonaldTrump;1206445922848310000;16.12.2019 05:28;"b'\xe2\x80\x9cHere in America it will be the same victory as BREXIT but even more so. In the U.S. while all of this has been going on the Impeachment the obstruction the resistance President Trump has managed to deliver not just promises but a record which adds up to one.....'""";;;;;;;;
realDonaldTrump;1206440095663840000;16.12.2019 05:05;"b'....of the most successful presidencies in history. Just in the last few days incredible jobs numbers giant trade deals help for working families and much more. Over the last 3 years unemployment falling earnings rising criminal justice reform the heartland revived....'""";;;;;;;;
realDonaldTrump;1206364447796840000;16.12.2019 00:04;b'Watch these two great people talk about the Impeachment Hoax. Will be by far the best hour on television! https://t.co/O8VmH3ipkw';;;;;;;;
realDonaldTrump;1206340165200940000;15.12.2019 22:28;b'Congressional Do Nothing Democrats are being absolutely decimated in their districts on the subject of the Impeachment Hoax. People that voted for them are literally screaming in their faces. Crazy Nancy is finding defending Shifty Schiff harder than she thought! #2020Election';;;;;;;;
realDonaldTrump;1206335971974950000;15.12.2019 22:11;"b'Because Nancy\xe2\x80\x99s teeth were falling out of her mouth and she didn\xe2\x80\x99t have time to think! https://t.co/rx3pcyofip'""";;;;;;;;
realDonaldTrump;1206333098427840000;15.12.2019 21:59;b'Fake News! https://t.co/NWaeaG1exu';;;;;;;;
realDonaldTrump;1206323905704710000;15.12.2019 21:23;"b'.@seanhannity who will be interviewed on @marklevinshow tonight at 8:00 P.M. @foxnews stated about the Impeachment Hoax \xe2\x80\x9cThis is outrages lying corruption and propaganda. Should never be allowed to happen.\xe2\x80\x9d'""";;;;;;;;
realDonaldTrump;1206291469452980000;15.12.2019 19:14;"b'Approval Rating in Republican Party = 95% a Record! Overall Approval Rating = 51%. Think of where I\xe2\x80\x99d be without the never ending 24 hour a day phony Witch Hunt that started 3 years ago!'""";;;;;;;;
realDonaldTrump;1206289904470230000;15.12.2019 19:08;"b'The @foxnewPolls always inaccurate are heavily weighted toward Dems. So ridiculous - same thing happened in 2016. They got it all wrong. Get a new pollster!'""";;;;;;;;
realDonaldTrump;1206288430721900000;15.12.2019 19:02;b'\xe2\x80\x9cThe President did nothing wrong here. There is no crime.\xe2\x80\x9d @charliekirk11  Impeachment Hoax!';;;;;;;;
realDonaldTrump;1206287057842310000;15.12.2019 18:57;"b'\xe2\x80\x9cThere is no bribery or any crime at all alleged in the Articles of Impeachment. This is a first in the history of our Country.\xe2\x80\x9d @JudgeJeanine @RepMikeJohnson'""";;;;;;;;
realDonaldTrump;1206281389991210000;15.12.2019 18:34;"b'So now Comey\xe2\x80\x99s admitting he was wrong. Wow but he\xe2\x80\x99s only doing so because he got caught red handed. He was actually caught a long time ago. So what are the consequences for his unlawful conduct. Could it be years in jail? Where are the apologies to me and others Jim?'""";;;;;;;;
realDonaldTrump;1206278870124630000;15.12.2019 18:24;b'A PERFECT phone call. \xe2\x80\x9cCan you do us (not me. Us is referring to our Country) a favor.\xe2\x80\x9d Then go on to talk about \xe2\x80\x9cCountry\xe2\x80\x9d and \xe2\x80\x9cU.S. Attorney General.\xe2\x80\x9d The Impeachment Hoax is just a continuation of the Witch Hunt which has been going on for 3 years. We will win!  #MAGAKAG #2020';;;;;;;;
realDonaldTrump;1206273072451530000;15.12.2019 18:01;"b'As bad as the I.G. Report is for the FBI and others and it is really bad remember that I.G. Horowitz was appointed by Obama. There was tremendous bias and guilt exposed so obvious but Horowitz couldn\xe2\x80\x99t get himself to say it. Big credibility loss. Obama knew everything!'""";;;;;;;;
realDonaldTrump;1206263771725010000;15.12.2019 17:24;b'Far from it! https://t.co/kXyaC1LDwV';;;;;;;;
realDonaldTrump;1206262608267000000;15.12.2019 17:19;b'Crooked Hillary caught again. She is a total train wreck! https://t.co/iqtuwzbaIV';;;;;;;;
realDonaldTrump;1206260756859230000;15.12.2019 17:12;b'Schiff\xe2\x80\x99s correcting the record memo has turned out to be totally wrong (based on the I.G. Report)! A very big lie. @MariaBartiromo And @DevinNunes has turned out to be completely right. Congratulations to Devin. The Fake News Media should apologize to all!';;;;;;;;
realDonaldTrump;1206086633428330000;15.12.2019 05:40;"b'Wow that would be big. Always heard Jeff is very smart! https://t.co/7yDPU4N3wd'""";;;;;;;;
realDonaldTrump;1206083025018270000;15.12.2019 05:26;"b'Thank you for your honesty Jeff. All of the Democrats know you are right but unlike you they don\xe2\x80\x99t have the \xe2\x80\x9cguts\xe2\x80\x9d to say so! https://t.co/OUc46HUwPq'""";;;;;;;;
realDonaldTrump;1206079160923360000;15.12.2019 05:10;b'I will see Navy at the White House to present the Commander-in-Chief\xe2\x80\x99s Trophy! https://t.co/V3oAZjWqEo';;;;;;;;
realDonaldTrump;1206077867425250000;15.12.2019 05:05;"b'Incredible young strong and brilliant people. Army/Navy! https://t.co/I4F8xIxorA'""";;;;;;;;
realDonaldTrump;1206074885077890000;15.12.2019 04:53;b'Congratulations to Tiger and the entire U.S. Team on a great comeback and tremendous WIN. True Champions! https://t.co/wyjBAgoF7J';;;;;;;;
realDonaldTrump;1206016638316920000;15.12.2019 01:02;"b'It was my Great Honor to attend the 120th Army-Navy game today in Philadelphia Pennsylvania! @NavyFB @ArmyWP_Football @ArmyNavyGame https://t.co/HipWiZKmiP'""";;;;;;;;
realDonaldTrump;1206012960285640000;15.12.2019 00:47;b'Both Commiecast MSNBC &amp;;;;;;;;
realDonaldTrump;1206003487076740000;15.12.2019 00:10;b'Hard to believe that @FoxNews will be interviewing sleazebag &amp;;;;;;;;
realDonaldTrump;1205999484314030000;14.12.2019 23:54;b'Congratulations @NavyFB! https://t.co/eoDccVFzJS';;;;;;;;
realDonaldTrump;1205992385215220000;14.12.2019 23:26;"b'The last time I spoke to Debbie Dingell was her call thanking me for granting top memorial and funeral service honors for her then just departed husband long time Congressman John Dingell. Now I watch her ripping me as part of the Democrats Impeachment Hoax. Really pathetic!'""";;;;;;;;
realDonaldTrump;1205945852503760000;14.12.2019 20:21;b'https://t.co/zHSZxlgYvT';;;;;;;;
realDonaldTrump;1205927795269890000;14.12.2019 19:09;b'Chuck Schumer sat for years during the Obama Administration and watched as China ripped off the United States. He &amp;;;;;;;;
realDonaldTrump;1205921522973460000;14.12.2019 18:44;"b'On my way to the #ArmyNavyGame in Philadelphia Pennsylvania! https://t.co/tWnDNRFyO1'""";;;;;;;;
realDonaldTrump;1205910779578530000;14.12.2019 18:01;b'https://t.co/Z0VHUlAwMD';;;;;;;;
realDonaldTrump;1205882239336230000;14.12.2019 16:08;b'https://t.co/97NvLGxMuj';;;;;;;;
realDonaldTrump;1205856974405030000;14.12.2019 14:28;"b'....trampled on our Constitution and they have done irreparable harm to our Republic. The American people are going to speak up and speak out about this. I think this guarantees Trump\xe2\x80\x99s re-election in 2020.\xe2\x80\x9d \n@Jason_Meister'""";;;;;;;;
realDonaldTrump;1205856973163520000;14.12.2019 14:28;"b'....absolutely no pressure. I don\xe2\x80\x99t know of any crime that was committed where the actual victim wasn\xe2\x80\x99t aware of it....and they got the call they got the meeting and they got the money. Unbelievably the Democrats have weaponized the Impeachment process they have....'""";;;;;;;;
realDonaldTrump;1205856971758470000;14.12.2019 14:28;"b'\xe2\x80\x9cThere are 31 House Democrats in Trump won Congressional Districts. Those Dems will have to answer to their constituents come 2020. If you look at the facts there\xe2\x80\x99s no crime there\xe2\x80\x99s no witness there\xe2\x80\x99s no evidence there\xe2\x80\x99s no victim President Zelensky said there was....'""";;;;;;;;
realDonaldTrump;1205856376930620000;14.12.2019 14:25;"b'\xe2\x80\x9cIndependent voters are fed up and frustrated with the Democrats.\xe2\x80\x9d Congressman Michael Waltz Florida'""";;;;;;;;
realDonaldTrump;1205836626808710000;14.12.2019 13:07;"b'After watching the disgraceful way that a wonderful man @BrettKavanaugh was treated by the Democrats and now seeing first hand how these same Radical Left Do Nothing Dems are treating the whole Impeachment Hoax I understand why so many Dems are voting Republican!'""";;;;;;;;
realDonaldTrump;1205675536787340000;14.12.2019 02:27;b'25 Million Evangelical Christians are not registered to vote. We are working hard to get them registered! @robertjeffress @LouDobbs';;;;;;;;
realDonaldTrump;1205672039425740000;14.12.2019 02:13;b'\xe2\x80\x9cThe FBI declares in a court filing that it has absolutely no records of disciplinary action against any lawyers in Russia Fisa Case despite 17 acts of misconduct. There is nothing noble about their leadership. FISA Court appears to be either corrupt or incompetent.\xe2\x80\x9d @LouDobbs';;;;;;;;
realDonaldTrump;1205648124989100000;14.12.2019 00:38;"b'It\xe2\x80\x99s not fair that I\xe2\x80\x99m being Impeached when I\xe2\x80\x99ve done absolutely nothing wrong! The Radical Left Do Nothing Democrats have become the Party of Hate. They are so bad for our Country!'""";;;;;;;;
realDonaldTrump;1205544940471770000;13.12.2019 17:48;b'HAPPY BIRTHDAY! #Guard383 \nhttps://t.co/iMnczcCHgN';;;;;;;;
realDonaldTrump;1205542430453500000;13.12.2019 17:38;b'\xe2\x80\x9cThis whole process has been rigged from the start.\xe2\x80\x9d  @RepDLesko';;;;;;;;
realDonaldTrump;1205509146336000000;13.12.2019 15:25;"b'.....The Penalty Tariffs set for December 15th will not be charged because of the fact that we made the deal. We will begin negotiations on the Phase Two Deal immediately rather than waiting until after the 2020 Election. This is an amazing deal for all. Thank you!'""";;;;;;;;
realDonaldTrump;1205509125788090000;13.12.2019 15:25;"b'We have agreed to a very large Phase One Deal with China. They have agreed to many structural changes and massive purchases of Agricultural Product Energy and Manufactured Goods plus much more. The 25% Tariffs will remain as is with 7 1/2% put on much of the remainder....'""";;;;;;;;
realDonaldTrump;1205489214546230000;13.12.2019 14:06;"b'The Wall Street Journal story on the China Deal is completely wrong especially their statement on Tariffs. Fake News. They should find a better leaker!'""";;;;;;;;
realDonaldTrump;1205485784968630000;13.12.2019 13:53;b'Record Stock Market &amp;;;;;;;;
realDonaldTrump;1205483006405800000;13.12.2019 13:42;b'How do you get Impeached when you have done NOTHING wrong (a perfect call) have created the best economy in the history of our Country rebuilt our Military fixed the V.A. (Choice!) cut Taxes &amp;;;;;;;;
realDonaldTrump;1205470941393930000;13.12.2019 12:54;"b'Congratulations to @foxandfriends on being named BY FAR the Number One Rated cable news show. CNN and MSNBC have totally tanked their ratings are terrible. They have zero credibility!'""";;;;;;;;
realDonaldTrump;1205468357610400000;13.12.2019 12:43;b'\xe2\x80\x9cAll of our presidents would be impeached under this Rogue House of Democrat Leadership.\xe2\x80\x9d @marklevinshow';;;;;;;;
realDonaldTrump;1205459180229930000;13.12.2019 12:07;b'The Republican Party is more united now than at any time in its history - by far!';;;;;;;;
realDonaldTrump;1205458677681000000;13.12.2019 12:05;b'The Do Nothing Democrats have become the Party of lies and deception! The Republicans are the Party of the American Dream!';;;;;;;;
realDonaldTrump;1205457765961010000;13.12.2019 12:01;"b'Poll numbers have gone through the roof in favor of No Impeachment especially with Swing States and Independents in Swing States. People have figured out that the Democrats have no case it is a total Hoax. Even Pelosi admitted yesterday that she began this scam 2 1/2 years ago!'""";;;;;;;;
realDonaldTrump;1205455803378990000;13.12.2019 11:53;"b'My Approval Rating in the Republican Party is 95% a Record. Thank you! #2020Election'""";;;;;;;;
realDonaldTrump;1205455275953720000;13.12.2019 11:51;b'The Republicans House members were fantastic yesterday. It always helps to have a much better case in fact the Dems have no case at all but the unity &amp;;;;;;;;
realDonaldTrump;1205368801438700000;13.12.2019 06:08;b'Congratulations to Boris Johnson on his great WIN! Britain and the United States will now be free to strike a massive new Trade Deal after BREXIT. This deal has the potential to be far bigger and more lucrative than any deal that could be made with the E.U. Celebrate Boris!';;;;;;;;
realDonaldTrump;1205341246937600000;13.12.2019 04:18;b'\xe2\x80\x9cLast night House Judiciary Chairman Jerry Nadler admitted that Democrats are pursuing Impeachment because it\xe2\x80\x99s too dangerous to simply let the American people pick the next president in 2020.\xe2\x80\x9d @kilmeade  @FoxNews';;;;;;;;
realDonaldTrump;1205338255832550000;13.12.2019 04:06;b'Looking like a big win for Boris in the U.K.!';;;;;;;;
realDonaldTrump;1205334980055960000;13.12.2019 03:53;"b'Nancy Pelosi just got duped in an interview to admitting that she has been working on impeaching me for \xe2\x80\x9ctwo and a half years.\xe2\x80\x9d In other words she lied. This was the Radical Left Do Nothing Democrats plan all along long before the Ukraine phone call. Impeachment Hoax!'""";;;;;;;;
realDonaldTrump;1205320725692910000;13.12.2019 02:57;b'.....What\xe2\x80\x99s gone on the last three years is not reasonable. The majority has been so abusive.\xe2\x80\x9d';;;;;;;;
realDonaldTrump;1205320724799500000;13.12.2019 02:57;b'.....by Congress by the Justice Department &amp;;;;;;;;
realDonaldTrump;1205320724031950000;13.12.2019 02:57;"b'@replouiegohmert  \xe2\x80\x9cThis is so surreal. For three years this President has been harassed. He\xe2\x80\x99s been electronically surveilled spied upon allegations have never ceased they continue and their continuing today. At some point you would think you would look at the abuse.....'""";;;;;;;;
realDonaldTrump;1205179262535390000;12.12.2019 17:35;b'\xe2\x80\x9cI think it\xe2\x80\x99s obvious to all the American public that this is a railroad job!\xe2\x80\x9d @JimPressOffice https://t.co/MlYNny1pqg';;;;;;;;
